,text,truth,tfidf_lr,tfidf_nb,freq_lr,freq_nb
819,"['[CLS]', 'says', 'excessive', 'speculation', 'pushing', 'oil', 'prices', 'recent', 'report', 'estimates', 'adds', '56', 'cents', 'every', 'gallon', 'gasoline', 'sip', '##hone', '##d', 'pump', '.']",mostly-true,false,mostly-true,mostly-true,mostly-true
820,"['[CLS]', '##ve', 'got', 'four', 'supreme', 'court', 'justices', 'signed', 'name', 'declaration', 'americans', 'fundamental', 'right', 'self', '-', 'defense', '.']",half-true,mostly-true,false,false,false
821,"['[CLS]', 'says', 'wisconsin', 'gov', '.', 'scott', 'walker', 'threatened', 'call', 'national', 'guard', 'workers', 'protest', 'changes', 'bargaining', 'laws', '.']",pants-fire,false,false,pants-fire,false
822,"['[CLS]', '(', '2011', '-', '13', ')', 'budget', ',', 'average', '(', 'wisconsin', ')', 'property', 'taxpayer', 'save', '$', '700', '.']",false,mostly-true,false,mostly-true,false
823,"['[CLS]', 'al', '-', 'q', '##aid', '##a', 'grown', 'four', '##fold', 'five', 'years', '.']",half-true,mostly-true,mostly-true,mostly-true,mostly-true
824,"['[CLS]', 'salaries', 'wisconsin', '##s', 'best', '-', 'educated', 'public', 'school', 'teachers', 'slashed', 'gov', '.', 'scott', 'walker', 'recent', 'administrative', 'rule', 'change', '.']",false,pants-fire,half-true,pants-fire,half-true
825,"['[CLS]', 'stimulus', '$', '30', 'million', 'protect', 'mice', 'san', 'francisco', '.']",false,half-true,half-true,half-true,half-true
826,"['[CLS]', 'cnn', '##s', 'crap', 'polling', 'bad', 'shows', 'one', 'age', '50', 'opinion', 'hillary', 'clinton', '.']",pants-fire,pants-fire,barely-true,barely-true,barely-true
827,"['[CLS]', 'numbers', 'going', 'airport', '.']",pants-fire,false,false,false,false
828,"['[CLS]', 'compare', 'state', 'pension', 'system', 'systems', 'throughout', 'country', ',', 'benefits', 'gold', '-', 'plate', '##d', '.', 'rich', '.', 'actually', 'average', 'average', '.']",half-true,mostly-true,mostly-true,mostly-true,mostly-true
829,"['[CLS]', 'texas', 'would', 'increase', 'current', 'state', 'spending', '28', 'percent', 'reach', 'national', 'average', 'spending', 'per', 'resident', '.']",true,true,mostly-true,half-true,mostly-true
830,"['[CLS]', 'speaker', 'pe', '##los', '##i', '.', '.', '.', 'busy', 'sticking', 'taxpayer', '$', '100', ',', '000', 'bar', 'tab', 'alcohol', 'military', 'jets', '##s', 'flying', '.']",pants-fire,false,false,half-true,false
831,"['[CLS]', 'says', 'studies', 'show', 'average', 'age', 'entry', 'prostitution', '12', '14', 'years', 'old', '.']",half-true,false,false,false,false
832,"['[CLS]', 'obama', 'health', 'human', 'services', 'department', 'planning', 'com', '##pile', 'federal', 'health', 'record', 'u', '.', '.', 'citizens', '2014', ',', 'including', 'individuals', 'body', 'mass', 'index', '.']",false,half-true,half-true,pants-fire,half-true
833,"['[CLS]', 'says', 'state', 'spends', 'money', 'tax', 'give', '##away', '##s', 'receives', 'tax', 'collection', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
834,"['[CLS]', 'thirty', '-', 'four', 'last', '44', '(', 'debt', 'ceiling', 'increases', ')', 'less', 'year', '.', ',', 'notion', 'short', '-', 'term', 'somehow', 'exception', ',', 'actually', 'rule', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
835,"['[CLS]', 'martin', 'luther', 'king', 'jr', '.', 'republican', '!']",false,false,false,false,false
836,"['[CLS]', 'one', 'charter', 'school', 'seven', 'years', 'rated', 'unacceptable', '.']",barely-true,half-true,mostly-true,half-true,mostly-true
837,"['[CLS]', 'says', 'first', 'unveiled', 'new', 'legislative', 'agenda', 'wisconsin', ',', 'california', 'critics', 'complain']",barely-true,false,false,false,false
838,"['[CLS]', '100', 'pipeline', '##s', 'united', 'states', 'canada', 'right', '.']",barely-true,half-true,half-true,half-true,half-true
839,"['[CLS]', 'senate', '-', 'passed', 'health', 'care', 'bill', '""', 'identical', 'massachusetts', 'health', 'care', 'plan', '-', '-', 'thing', '.', '""']",mostly-true,true,false,true,false
840,"['[CLS]', 'government', 'accountability', 'office', 'estimated', '(', 'obama', '##care', ')', 'add', 'long', '-', 'term', 'deficit', '$', '6', '.', '2', 'trillion', '.']",barely-true,barely-true,half-true,barely-true,half-true
841,"['[CLS]', 'nearly', '60', 'percent', 'women', 'use', 'birth', 'control', 'family', 'planning', '.']",mostly-true,true,mostly-true,true,mostly-true
842,"['[CLS]', '1950', ',', 'average', 'american', 'lived', '68', 'years', '16', 'workers', 'supported', 'one', 'retire', '##e', '.', 'today', ',', 'average', 'life', 'expect', '##ancy', '78', 'three', 'workers', 'support', 'one', 'retire', '##e', '.']",true,half-true,half-true,half-true,half-true
843,"['[CLS]', 'gov', '.', 'scott', 'walker', ',', 'unemployment', 'increasing', 'wisconsin', 'twice', 'rate', 'nationally', '.']",barely-true,false,false,false,false
844,"['[CLS]', 'mexico', ',', '##t', 'birth', 'certificates', '.', '.', '.', '##t', 'registration', 'cards', 'voters', '.', 'one', 'national', 'id', '.']",false,mostly-true,mostly-true,mostly-true,mostly-true
845,"['[CLS]', 'deficit', 'spending', 'exploded', 'obama', 'administration', '$', '5', '.', '3', 'trillion', 'four', 'years', ',', 'compared', '$', '2', 'trillion', 'eight', 'years', 'president', 'george', 'w', '.', 'bush', '.']",mostly-true,barely-true,half-true,barely-true,half-true
846,"['[CLS]', 'governor', ',', 'ted', 'st', '##rick', '##land', 'left', '89', 'cents', 'ohio', '##s', 'rainy', 'day', 'fund', '.']",true,half-true,half-true,half-true,half-true
847,"['[CLS]', 'president', 'george', 'w', '.', 'bush', ',', '""', 'national', 'debt', 'went', '$', '5', 'trillion', '$', '12', 'trillion', '.', '""']",false,false,half-true,false,half-true
848,"['[CLS]', 'u', '.', '.', '""', 'ranks', '25th', 'worldwide', 'defense', 'spending', 'percentage', 'gdp', '.', '""']",barely-true,mostly-true,half-true,mostly-true,half-true
849,"['[CLS]', 'gov', '.', 'scott', 'walker', ',', 'employer', 'confidence', 'stands', '95', 'percent', ',', 'compared', '10', 'percent', 'end', 'gov', '.', 'jim', 'doyle', '-', 'mary', 'burke', 'administration', '.']",barely-true,barely-true,barely-true,barely-true,barely-true
850,"['[CLS]', 'lowest', 'beer', 'tax', 'nation', '.']",false,false,mostly-true,true,mostly-true
851,"['[CLS]', 'john', 'bo', '##eh', '##ner', 'said', 'jobs', 'teachers', 'nurses', 'police', 'officers', 'firefighters', 'government', 'jobs', '##t', 'worth', 'saving', '.']",barely-true,half-true,half-true,false,half-true
852,"['[CLS]', '[', 'e', ']', 'x', '##cise', 'tax', 'increases', 'drive', 'commerce', 'across', 'state', 'lines', '.']",mostly-true,false,false,false,false
853,"['[CLS]', 'obama', ""'"", 'ten', 'point', 'plan', ""'"", 'change', ""'"", 'second', 'amendment', '##ban', 'use', 'firearms', 'home', 'defense', '.']",pants-fire,mostly-true,false,mostly-true,false
854,"['[CLS]', 'manufactured', '5', '-', 'million', '2', '.', '5', '-', 'meg', 'windmill', '##s', 'across', 'country', ',', 'could', 'elect', '##ri', '##fy', 'entire', 'nation', 'entire', 'nation', '.']",barely-true,false,false,false,false
855,"['[CLS]', 'says', 'tennessee', 'lowest', 'beer', 'ex', '##cise', 'tax', 'rates', 'country', '.']",half-true,false,false,false,false
856,"['[CLS]', 'buying', 'naming', 'rights', 'new', 'falcons', 'stadium', 'largest', 'marketing', 'deal', 'mercedes', '-', 'benz', 'history', '.']",mostly-true,half-true,mostly-true,half-true,mostly-true
857,"['[CLS]', 'first', 'time', 'decade', ',', 'business', 'leaders', 'around', 'world', 'declared', 'china', 'longer', 'worlds', '.', '1', 'place', 'invest', ';', 'america', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
858,"['[CLS]', 'proposed', 'budget', 'would', '""', 'cut', 'deficit', 'half', 'end', 'first', 'term', '.', '""']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
859,"['[CLS]', 'governor', ',', '[', 'mit', '##t', 'romney', ']', 'balanced', 'budget', 'without', 'raising', 'taxes', 'created', 'jobs', '.']",mostly-true,half-true,half-true,half-true,half-true
860,"['[CLS]', '(', 'obama', '##care', ')', 'bill', 'never', 'majority', 'americans', 'favor', '.']",mostly-true,half-true,false,half-true,false
861,"['[CLS]', '97', 'percent', '100', 'poor', '##est', 'counties', 'america', 'red', 'states', '.']",mostly-true,true,mostly-true,pants-fire,mostly-true
862,"['[CLS]', 'despite', 'passage', 'h', '##b', '##2', ',', 'towns', ',', 'cities', 'counties', 'north', 'carolina', 'still', 'allowed', 'set', 'strict', '##er', 'non', '-', 'discrimination', 'policies', 'employees', 'choose', '.']",half-true,barely-true,barely-true,barely-true,barely-true
863,"['[CLS]', 'got', 'income', 'tax', '1913', ',', 'top', 'rate', '7', 'percent', '.', '1980', ',', 'top', 'rate', '70', 'percent', '.']",true,barely-true,false,false,false
864,"['[CLS]', 'cnn', 'poll', 'recently', 'obama', 'statistical', '##ly', 'tied', '.']",pants-fire,false,false,false,false
865,"['[CLS]', 'nascar', 'fans', 'twice', 'likely', 'non', 'fans', 'serve', 'military', '37', 'percent', 'active', 'service', '##me', '##mber', '##s', 'veterans', 'nascar', 'fans', '.']",mostly-true,true,true,true,true
866,"['[CLS]', 'says', 'president', 'dwight', 'eisenhower', 'moved', '1', '.', '5', 'million', 'illegal', 'immigrants', 'country', '.']",half-true,false,false,false,false
867,"['[CLS]', 'time', 'finish', 'speech', ',', 'two', 'americans', 'slain', ',', 'six', 'women', 'raped', ',', '27', 'us', 'robbed', ',', '50', 'beaten', '.']",mostly-true,half-true,half-true,half-true,half-true
868,"['[CLS]', 'common', 'core', 'used', 'obama', 'administration', 'turn', 'department', 'education', 'effectively', 'national', 'school', 'board', '.']",false,mostly-true,mostly-true,mostly-true,mostly-true
869,"['[CLS]', 'immigrants', 'visa', 'overs', '##ta', '##ys', ',', 'make', 'effort', 'hold', 'accountable', 'uphold', 'law', '.']",half-true,false,false,false,false
870,"['[CLS]', '[', 'appalachian', 'power', ']', 'wants', 'another', '10', 'percent', 'rate', 'increase', '.', 'compensation', 'package', 'ceo', 'mike', 'morris', 'rose', '22', 'percent', '$', '8', '.', '7', 'million', '2010', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
871,"['[CLS]', 'time', '(', 'mit', '##t', 'romney', ')', 'left', 'office', ',', 'massachusetts', '47th', 'nation', 'job', 'creation', '.']",half-true,half-true,half-true,half-true,half-true
872,"['[CLS]', 'states', 'federal', 'government', 'helps', 'run', '(', 'health', 'care', ')', 'marketplace', '##s', ',', 'average', 'american', '50', 'different', 'plans', 'choose', ',', 'different', 'levels', 'coverage', '.']",half-true,true,mostly-true,true,mostly-true
873,"['[CLS]', 'florida', 'unemployment', 'dropped', '2', 'percentage', 'points', ',', '12', 'percent', '9', '.', '9', 'percent', ',', 'second', '-', 'largest', 'drop', 'nation', '.']",true,half-true,half-true,false,half-true
874,"['[CLS]', 'consumer', 'financial', 'protection', 'bureau', 'passed', 'rule', 'giving', 'agency', 'unprecedented', 'power', 'shut', 'businesses', ',', 'matter', 'reason', ',', 'time', 'wishes', '.']",pants-fire,mostly-true,mostly-true,mostly-true,mostly-true
875,"['[CLS]', '##nc', 'chair', 'debbie', '##ser', '##man', 'schultz', 'denied', 'unemployment', 'went', 'obama', '.']",barely-true,half-true,half-true,half-true,half-true
876,"['[CLS]', 'mccain', ',', '""', 'voted', 'renewable', 'sources', 'energy', ',', 'bio', '##fu', '##els', ',', 'solar', 'power', ',', 'wind', 'power', '.', '.', '.', '.', '""']",mostly-true,true,half-true,true,half-true
877,"['[CLS]', 'says', 'connie', 'mack', 'iv', 'promoter', 'ho', '##ote', '##rs', 'history', 'bar', 'room', 'brawl', '##ing', ',', 'alter', '##cation', '##s', 'road', 'rage', '.']",mostly-true,half-true,barely-true,half-true,barely-true
878,"['[CLS]', ""'"", 'first', 'person', 'really', 'took', 'issue', 'war', '.', 'four', 'years', 'ago', 'said', 'proof', 'iraq', 'weapons', 'mass', 'destruction', ',', ',', 'actually', '.', '.', '.', 'analysis', 'di', '##sp', '##roved', 'cause', 'war', '.']",mostly-true,true,true,true,true
879,"['[CLS]', 'recent', 'state', 'budgets', 'far', 'exceeded', 'population', 'inflation', 'growth', '.']",barely-true,mostly-true,mostly-true,mostly-true,mostly-true
880,"['[CLS]', 'vast', 'majority', 'international', 'commitments', 'take', 'effect', 'without', 'congressional', 'approval', '.']",half-true,half-true,half-true,half-true,half-true
881,"['[CLS]', 'says', 'federal', 'stimulus', 'program', 'ineffective', 'number', 'jobs', 'actually', 'decreased', '18', ',', '300', 'july', '2011', '.']",half-true,half-true,half-true,half-true,half-true
882,"['[CLS]', 'united', 'states', 'regulations', 'among', 'difficult', 'world', '.']",false,half-true,half-true,half-true,half-true
883,"['[CLS]', 'says', '##rro', '##d', 'brown', 'voted', '$', '1', '.', '17', 'trillion', 'health', 'care', 'law', 'adds', 'new', 'tax', 'ohio', 'manufacturers', '.']",half-true,false,false,false,false
884,"['[CLS]', 'sen', '.', 'mcconnell', 'offered', 'fully', 'paid', 'two', '-', 'month', 'extension', 'unemployment', 'insurance', '.']",true,true,half-true,barely-true,half-true
885,"['[CLS]', 'video', ""'"", 'show', 'broader', 'picture', 'firing', 'going', 'american', 'troops', '.']",mostly-true,false,false,false,false
886,"['[CLS]', 'obama', '##care', ',', '75', 'percent', 'small', 'businesses', 'say', 'going', 'forced', 'either', 'fire', 'workers', 'cut', 'hours', '.']",pants-fire,barely-true,half-true,barely-true,half-true
887,"['[CLS]', 'peppers', 'tax', 'finally', 'voted', ',', 'pepper', 'laid', 'cops', 'closed', 'jail', '##s', 'let', 'criminals', 'run', 'free', 'streets', '.']",barely-true,mostly-true,mostly-true,mostly-true,mostly-true
888,"['[CLS]', ""'"", ""'"", 'democrats', 'republicans', 'advocating', 'use', 'student', 'test', 'scores', 'measure', 'teacher', 'effectiveness', '.', ""'"", ""'""]",half-true,false,false,false,false
889,"['[CLS]', 'borrow', 'million', 'dollars', 'every', 'minute', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
890,"['[CLS]', '700', ',', '000', 'americans', 'watch', 'list', 'another', 'would', 'captured', 'democratic', 'amendment', 'intended', 'stop', 'suspected', 'terrorists', 'buying', 'guns', '.']",barely-true,half-true,half-true,half-true,half-true
891,"['[CLS]', '(', 'ohio', ')', 'economy', 'men', '##d', '.', 'better', 'shape', 'took', 'office', '.']",half-true,barely-true,true,true,true
892,"['[CLS]', 'republican', 'presidential', 'nominee', '##t', 'women', 'since', '1988', '.']",true,mostly-true,mostly-true,barely-true,mostly-true
893,"['[CLS]', 'says', 'michelle', 'nun', '##n', 'acknowledged', 'allowing', 'convicted', 'fe', '##lon', 'hold', 'fundraiser', '.']",mostly-true,barely-true,barely-true,barely-true,barely-true
894,"['[CLS]', 'national', 'poll', 'found', 'among', 'people', 'oppose', 'democratic', 'health', 'care', 'reform', 'bill', ',', '""', 'almost', '40', 'percent', '""', 'opposed', 'goes', 'far', ',', '""', '##t', 'think', 'goes', 'far', 'enough', '.', '.', '.', '.', 'unhappy', 'pass', 'health', 'care', 'reform', '.', '""']",half-true,mostly-true,mostly-true,half-true,mostly-true
895,"['[CLS]', 'stimulus', 'dollars', 'paid', 'windmill', '##s', 'china', '.']",barely-true,barely-true,half-true,barely-true,half-true
896,"['[CLS]', 'libyan', 'people', 'voted', 'twice', 'free', 'fair', 'elections', 'kind', 'leadership', 'want', '.']",half-true,mostly-true,mostly-true,mostly-true,mostly-true
897,"['[CLS]', 'georgia', '-', 'russia', 'conflict', ',', 'flew', 'brigade', 'georgian', 'soldiers', 'iran', 'georgia', 'sent', 'u', '.', '.', 'ships', 'black', 'sea', 'provided', 'various', 'kinds', 'supplies', '.']",half-true,true,mostly-true,mostly-true,mostly-true
898,"['[CLS]', ""'"", 'leading', 'example', ',', 'refusing', 'contributions', 'pac', '##s', 'washington', 'lobby', '##ists', '.']",half-true,true,half-true,true,half-true
899,"['[CLS]', 'says', 'john', 'bolton', 'supported', 'iraq', 'war', 'said', 'last', 'year', '##i', 'still', 'think', 'decision', 'overthrow', 'saddam', 'correct', '.']",true,true,true,true,true
900,"['[CLS]', 'signs', 'letter', 'saying', 'consumer', 'product', 'safety', 'commission', 'acting', 'without', 'consultation', 'input', 'company', 'stop', 'sale', 'buck', '##y', '##balls', '.']",false,false,false,false,false
901,"['[CLS]', 'receiving', 'campaign', 'contributions', '-', '-', 'state', 'donors']",false,half-true,half-true,half-true,half-true
902,"['[CLS]', 'democrats', 'health', 'care', 'reform', 'law', 'ago', '##vern', '##ment', 'takeover', 'health', 'care', '.']",false,false,false,false,false
903,"['[CLS]', 'says', 'helped', 'lead', 'outside', 'audit', '##ll', 'save', '(', 'milwaukee', 'county', ')', 'taxpayers', '$', '200', 'million', '.']",false,barely-true,half-true,barely-true,half-true
904,"['[CLS]', 'like', 'donald', 'trump', ',', 'david', 'jolly', 'wants', 'outlaw', 'woman', '##s', 'right', 'choose', '.']",barely-true,half-true,half-true,half-true,half-true
905,"['[CLS]', 'speaker', 'gin', '##gr', '##ich', 'said', 'ought', 'get', 'rid', 'child', 'labor', 'laws', '.']",barely-true,true,true,true,true
906,"['[CLS]', 'women', 'account', '92', '.', '3', 'percent', 'jobs', 'lost', 'obama', '.']",barely-true,mostly-true,half-true,mostly-true,half-true
907,"['[CLS]', 'says', 'hillary', 'clinton', 'democrats', 'admitted', '##s', 'one', 'candidate', 'scares', 'hillary', 'clinton', ',', '##s', 'sen', '.', 'marco', 'rub', '##io', '.']",half-true,barely-true,barely-true,barely-true,barely-true
